linha;saving_km;cod_i;cod_j;status;motivo;metodo;tempo_ms;n_pdvs;peso_teste;t_atend_teste;t_total_teste;t_min_desloc
1178;27.255;37.0;31.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1179;27.255;37.0;43.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1180;27.242;13.0;50.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1181;27.242;45.0;50.0;FALHA;ATENDIMENTO;;0.0;18;9968.0;735.3399999999999;0.0;0.0
1182;27.239;7.0;39.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1183;27.213;43.0;50.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1184;27.213;49.0;18.0;FALHA;PESO;;0.0;12;16345.6;0.0;0.0;0.0
1185;27.211;6.0;36.0;FALHA;TEMPO_TOTAL;Exato;0.9567737579345703;6;9367.7;445.67;546.82;38.766666666666666
1186;27.21;14.0;34.0;FALHA;TEMPO_TOTAL;Exato;131.79707527160645;8;4346.0;396.65999999999997;515.6933333333333;49.13333333333333
1187;27.189;4.0;10.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1188;27.174;48.0;50.0;FALHA;PESO;;0.0;16;15458.8;0.0;0.0;0.0
1189;27.172;18.0;14.0;FALHA;PESO;;0.0;8;14807.6;0.0;0.0;0.0
1190;27.172;44.0;14.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1191;27.145;24.0;31.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1192;27.144;24.0;43.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1193;27.137;18.0;49.0;FALHA;PESO;;0.0;12;16345.6;0.0;0.0;0.0
1194;27.137;44.0;49.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1195;27.113;12.0;29.0;FALHA;TEMPO_TOTAL;Exato;1.9927024841308594;6;9027.2;436.01000000000005;538.5600000000001;41.96666666666667
1196;27.11;11.0;31.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1197;27.109;11.0;43.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1198;27.102;46.0;49.0;FALHA;TEMPO_TOTAL;Heuristico;7.066965103149414;12;6578.5;404.35;539.7333333333333;48.91666666666667
1199;27.101;46.0;10.0;FALHA;TEMPO_TOTAL;Exato;1.995086669921875;6;9639.2;453.34000000000003;549.8733333333333;48.91666666666667
1200;27.101;46.0;9.0;FALHA;TEMPO_TOTAL;Heuristico;8.183956146240234;12;6578.5;404.35;539.7333333333333;48.91666666666667
1201;27.101;46.0;47.0;FALHA;TEMPO_TOTAL;Exato;1.9960403442382812;6;9639.2;453.34000000000003;549.8733333333333;48.91666666666667
1202;27.1;12.0;4.0;FALHA;TEMPO_TOTAL;Exato;105.14664649963379;8;7855.4;423.33;535.23;41.96666666666667
1203;27.071;42.0;34.0;FALHA;TEMPO_TOTAL;Exato;0.9980201721191406;6;9836.8;445.33;525.8133333333333;49.13333333333333
1204;27.067;41.0;50.0;FALHA;PESO;;0.0;16;15458.8;0.0;0.0;0.0
1205;27.045;4.0;17.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1206;27.045;4.0;23.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1207;27.045;4.0;49.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1208;27.045;4.0;9.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1209;27.045;4.0;24.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1210;27.045;4.0;35.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1211;27.037;4.0;40.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1212;27.031;36.0;46.0;FALHA;TEMPO_TOTAL;Exato;1.0001659393310547;6;9639.2;453.34000000000003;549.8733333333333;48.91666666666667
1213;26.985;4.0;11.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1214;26.97;22.0;34.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10212.8;434.67;512.9866666666667;49.13333333333333
1215;26.97;2.0;34.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10212.8;434.67;512.9866666666667;49.13333333333333
1216;26.97;26.0;34.0;FALHA;TEMPO_TOTAL;Exato;93.88041496276855;8;4346.0;396.65999999999997;515.6933333333333;49.13333333333333
1217;26.97;37.0;34.0;FALHA;TEMPO_TOTAL;Heuristico;7.020473480224609;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1218;26.97;36.0;34.0;FALHA;TEMPO_TOTAL;Exato;1.9938945770263672;6;8944.7;433.01000000000005;530.5766666666667;49.13333333333333
1219;26.97;50.0;34.0;FALHA;TEMPO_TOTAL;Heuristico;8.975744247436523;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1220;26.97;28.0;34.0;FALHA;TEMPO_TOTAL;Exato;102.7383804321289;8;4346.0;396.65999999999997;515.6933333333333;49.13333333333333
1221;26.97;20.0;34.0;FALHA;TEMPO_TOTAL;Heuristico;8.927106857299805;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1222;26.97;29.0;34.0;FALHA;TEMPO_TOTAL;Exato;0.9975433349609375;6;8944.7;433.01000000000005;530.5766666666667;49.13333333333333
1223;26.966;34.0;22.0;FALHA;TEMPO_TOTAL;Exato;0.0;3;10212.8;434.67;512.9866666666667;49.13333333333333
1224;26.965;34.0;50.0;FALHA;TEMPO_TOTAL;Heuristico;8.941888809204102;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1225;26.965;34.0;20.0;FALHA;TEMPO_TOTAL;Heuristico;6.989955902099609;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1226;26.952;35.0;31.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1227;26.951;35.0;43.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1228;26.949;22.0;42.0;FALHA;PESO;;0.0;7;19787.6;0.0;0.0;0.0
1229;26.933;23.0;34.0;FALHA;TEMPO_TOTAL;Exato;1.9953250885009766;6;9836.8;445.33;525.8133333333333;49.13333333333333
1230;26.933;17.0;34.0;FALHA;TEMPO_TOTAL;Heuristico;9.972572326660156;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1231;26.906;23.0;22.0;FALHA;PESO;;0.0;7;19787.6;0.0;0.0;0.0
1232;26.902;42.0;50.0;FALHA;PESO;;0.0;16;15458.8;0.0;0.0;0.0
1233;26.902;42.0;22.0;FALHA;PESO;;0.0;7;19787.6;0.0;0.0;0.0
1234;26.899;39.0;26.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1235;26.898;46.0;20.0;FALHA;TEMPO_TOTAL;Heuristico;5.983829498291016;12;6578.5;404.35;539.7333333333333;48.91666666666667
1236;26.879;28.0;46.0;FALHA;TEMPO_TOTAL;Exato;110.16440391540527;8;5040.5;416.98999999999995;542.4233333333333;48.91666666666667
1237;26.849;3.0;20.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1238;26.829;12.0;3.0;FALHA;TEMPO_TOTAL;Exato;101.74894332885742;8;7855.4;423.33;535.23;41.96666666666667
1239;26.825;46.0;48.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1240;26.825;46.0;41.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1241;26.825;46.0;38.0;FALHA;TEMPO_TOTAL;Heuristico;4.985570907592773;12;6578.5;404.35;539.7333333333333;48.91666666666667
1242;26.825;46.0;1.0;FALHA;TEMPO_TOTAL;Exato;0.9939670562744141;6;9639.2;453.34000000000003;549.8733333333333;48.91666666666667
1243;26.825;46.0;13.0;FALHA;TEMPO_TOTAL;Heuristico;6.978750228881836;12;6578.5;404.35;539.7333333333333;48.91666666666667
1244;26.801;27.0;46.0;FALHA;TEMPO_TOTAL;Exato;102.73289680480957;8;5040.5;416.98999999999995;542.4233333333333;48.91666666666667
1245;26.8;13.0;46.0;FALHA;TEMPO_TOTAL;Heuristico;5.618810653686523;12;6578.5;404.35;539.7333333333333;48.91666666666667
1246;26.8;38.0;46.0;FALHA;TEMPO_TOTAL;Heuristico;5.941152572631836;12;6578.5;404.35;539.7333333333333;48.91666666666667
1247;26.8;45.0;46.0;FALHA;TEMPO_TOTAL;Exato;107.14888572692871;8;5040.5;416.98999999999995;542.4233333333333;48.91666666666667
1248;26.8;41.0;46.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1249;26.745;48.0;46.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1250;26.737;38.0;22.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
1251;26.71;17.0;4.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1252;26.661;34.0;4.0;FALHA;TEMPO_TOTAL;Exato;99.66850280761719;8;7772.9;420.33;539.9966666666667;42.93333333333334
1253;26.656;31.0;33.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1254;26.618;31.0;47.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1255;26.612;46.0;11.0;FALHA;TEMPO_TOTAL;Heuristico;6.986141204833984;12;6578.5;404.35;539.7333333333333;48.91666666666667
1256;26.574;27.0;44.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1257;26.562;46.0;33.0;FALHA;TEMPO_TOTAL;Heuristico;6.9732666015625;12;6578.5;404.35;539.7333333333333;48.91666666666667
1258;26.53;42.0;46.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1259;26.505;6.0;26.0;FALHA;TEMPO_TOTAL;Exato;112.70546913146973;8;4769.0;409.31999999999994;533.1866666666666;38.766666666666666
1260;26.505;6.0;29.0;FALHA;TEMPO_TOTAL;Exato;2.0055770874023438;6;9367.7;445.67;546.82;38.766666666666666
1261;26.493;47.0;3.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1262;26.477;31.0;10.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1263;26.454;48.0;34.0;FALHA;TEMPO_TOTAL;Exato;0.9829998016357422;6;9836.8;445.33;525.8133333333333;49.13333333333333
1264;26.441;46.0;35.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1265;26.416;31.0;35.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1266;26.393;46.0;23.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1267;26.39;48.0;22.0;FALHA;PESO;;0.0;7;19787.6;0.0;0.0;0.0
1268;26.384;40.0;20.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1269;26.383;4.0;42.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1270;26.378;46.0;42.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1271;26.367;35.0;46.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1272;26.349;31.0;24.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1273;26.334;27.0;4.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1274;26.31;6.0;4.0;FALHA;TEMPO_TOTAL;Exato;99.24626350402832;8;8195.9;432.98999999999995;542.6733333333333;38.766666666666666
1275;26.305;44.0;3.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1276;26.305;18.0;3.0;FALHA;PESO;;0.0;8;18234.5;0.0;0.0;0.0
1277;26.305;31.0;3.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1278;26.305;43.0;3.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1279;26.302;10.0;3.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1280;26.281;4.0;43.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1281;26.281;4.0;31.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1282;26.273;31.0;11.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1283;26.273;17.0;46.0;FALHA;TEMPO_TOTAL;Heuristico;6.76417350769043;12;6578.5;404.35;539.7333333333333;48.91666666666667
1284;26.266;34.0;13.0;FALHA;TEMPO_TOTAL;Heuristico;8.966445922851562;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1285;26.266;34.0;48.0;FALHA;TEMPO_TOTAL;Exato;2.0058155059814453;6;9836.8;445.33;525.8133333333333;49.13333333333333
1286;26.265;34.0;41.0;FALHA;TEMPO_TOTAL;Exato;2.2537708282470703;6;9836.8;445.33;525.8133333333333;49.13333333333333
1287;26.265;34.0;38.0;FALHA;TEMPO_TOTAL;Heuristico;9.78994369506836;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1288;26.258;27.0;18.0;FALHA;PESO;;0.0;8;14807.6;0.0;0.0;0.0
1289;26.249;46.0;24.0;FALHA;TEMPO_TOTAL;Heuristico;5.985260009765625;12;6578.5;404.35;539.7333333333333;48.91666666666667
1290;26.236;41.0;34.0;FALHA;TEMPO_TOTAL;Exato;1.9943714141845703;6;9836.8;445.33;525.8133333333333;49.13333333333333
1291;26.225;4.0;47.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1292;26.223;4.0;1.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1293;26.201;9.0;31.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1294;26.2;49.0;31.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1295;26.2;9.0;43.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1296;26.199;49.0;43.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1297;26.193;23.0;46.0;FALHA;LOWER_BOUND;;0.0;6;10531.3;465.65999999999997;0.0;48.91666666666667
1298;26.191;17.0;44.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1299;26.184;31.0;9.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1300;26.172;41.0;22.0;FALHA;PESO;;0.0;7;19787.6;0.0;0.0;0.0
1301;26.172;46.0;17.0;FALHA;TEMPO_TOTAL;Heuristico;9.003400802612305;12;6578.5;404.35;539.7333333333333;48.91666666666667
1302;26.167;23.0;4.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1303;26.158;27.0;34.0;FALHA;TEMPO_TOTAL;Exato;123.63553047180176;8;4346.0;396.65999999999997;515.6933333333333;49.13333333333333
1304;26.157;38.0;34.0;FALHA;TEMPO_TOTAL;Heuristico;7.881402969360352;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1305;26.157;45.0;34.0;FALHA;TEMPO_TOTAL;Exato;104.73847389221191;8;4346.0;396.65999999999997;515.6933333333333;49.13333333333333
1306;26.157;13.0;34.0;FALHA;TEMPO_TOTAL;Heuristico;8.976221084594727;12;5884.0;384.02000000000004;515.6033333333334;49.13333333333333
1307;26.145;44.0;23.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1308;26.145;18.0;23.0;FALHA;PESO;;0.0;6;20298.4;0.0;0.0;0.0
1309;26.109;47.0;21.0;FALHA;TEMPO_TOTAL;Exato;1.9979476928710938;6;9643.2;454.67;555.62;43.95
1310;26.1;25.0;5.0;FALHA;TEMPO_TOTAL;Exato;126.86038017272949;8;4571.0;403.98999999999995;531.99;47.36666666666666
1311;26.084;22.0;3.0;FALHA;PESO;;0.0;9;17723.699999999997;0.0;0.0;0.0
1312;26.084;40.0;14.0;FALHA;ATENDIMENTO;;0.9944438934326172;14;11856.9;771.6499999999999;0.0;0.0
1313;26.039;6.0;3.0;FALHA;TEMPO_TOTAL;Exato;103.71899604797363;8;8195.9;432.98999999999995;542.6733333333333;38.766666666666666
1314;26.038;24.0;3.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1315;26.038;11.0;3.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1316;26.038;35.0;3.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1317;26.038;49.0;3.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1318;26.038;9.0;3.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1319;25.999;38.0;4.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1320;25.973;3.0;18.0;FALHA;PESO;;0.0;8;18234.5;0.0;0.0;0.0
1321;25.973;3.0;44.0;SKIP;MESMA_ROTA;;0.09703636169433594;0;0.0;0.0;0.0;0.0
1322;25.959;4.0;12.0;FALHA;TEMPO_TOTAL;Exato;100.62456130981445;8;7855.4;423.33;535.23;41.96666666666667
1323;25.948;3.0;22.0;FALHA;PESO;;0.0;9;17723.699999999997;0.0;0.0;0.0
1324;25.945;3.0;50.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1325;25.931;33.0;3.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1326;25.875;17.0;18.0;FALHA;PESO;;0.0;12;16345.6;0.0;0.0;0.0
1327;25.843;18.0;38.0;FALHA;PESO;;0.0;12;16345.6;0.0;0.0;0.0
1328;25.843;44.0;38.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1329;25.827;3.0;40.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1330;25.815;3.0;14.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1331;25.815;4.0;14.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1332;25.81;4.0;38.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1333;25.799;18.0;17.0;FALHA;PESO;;0.0;12;16345.6;0.0;0.0;0.0
1334;25.799;44.0;17.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1335;25.793;39.0;4.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1336;25.751;14.0;44.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1337;25.747;31.0;49.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1338;25.741;1.0;21.0;FALHA;TEMPO_TOTAL;Exato;0.9984970092773438;6;9643.2;454.67;555.62;43.95
1339;25.737;31.0;1.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1340;25.72;42.0;4.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1341;25.719;34.0;46.0;OK;;Exato;0.0;2;956.5;65.67;122.22;48.61666666666667
1342;25.708;34.0;44.0;FALHA;TEMPO_TOTAL;Exato;1017.3494815826416;9;8598.4;463.33;592.3133333333333;42.93333333333334
1343;25.684;10.0;21.0;FALHA;TEMPO_TOTAL;Exato;0.9937286376953125;6;9643.2;454.67;555.62;43.95
1344;25.659;14.0;4.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1345;25.651;45.0;32.0;FALHA;TEMPO_TOTAL;Exato;94.74897384643555;8;5521.0;435.98999999999995;558.5233333333333;44.266666666666666
1346;25.651;48.0;4.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1347;25.649;23.0;44.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1348;25.645;42.0;44.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1349;25.619;20.0;46.0;FALHA;TEMPO_TOTAL;Heuristico;7.978200912475586;13;6709.5;427.02000000000004;568.1866666666667;48.61666666666667
1350;25.59;3.0;33.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1351;25.583;37.0;3.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1352;25.583;1.0;3.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1353;25.558;22.0;41.0;FALHA;PESO;;0.0;7;19787.6;0.0;0.0;0.0
1354;25.558;22.0;48.0;FALHA;PESO;;0.0;7;19787.6;0.0;0.0;0.0
1355;25.558;22.0;13.0;FALHA;PESO;;0.0;13;15834.8;0.0;0.0;0.0
1356;25.552;3.0;49.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1357;25.551;3.0;35.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1358;25.551;3.0;24.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1359;25.551;3.0;17.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1360;25.551;3.0;23.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1361;25.551;3.0;9.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1362;25.551;3.0;47.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1363;25.551;3.0;11.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1364;25.551;3.0;10.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1365;25.505;44.0;34.0;FALHA;TEMPO_TOTAL;Exato;1059.0214729309082;9;8598.4;463.33;592.3133333333333;42.93333333333334
1366;25.505;18.0;34.0;FALHA;LOWER_BOUND;;0.0;3;11549.1;491.67;0.0;48.61666666666667
1367;25.486;33.0;21.0;FALHA;TEMPO_TOTAL;Heuristico;7.980108261108398;12;6582.5;405.68;539.5133333333333;43.95
1368;25.484;40.0;22.0;FALHA;PESO;;0.0;9;17723.699999999997;0.0;0.0;0.0
1369;25.484;44.0;42.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1370;25.484;18.0;42.0;FALHA;PESO;;0.0;6;20298.4;0.0;0.0;0.0
1371;25.482;45.0;4.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1372;25.482;13.0;4.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1373;25.48;40.0;50.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1374;25.48;38.0;44.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1375;25.433;41.0;4.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1376;25.428;4.0;13.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1377;25.42;11.0;21.0;FALHA;TEMPO_TOTAL;Heuristico;12.093544006347656;12;6582.5;405.68;539.5133333333333;43.95
1378;25.394;21.0;20.0;FALHA;TEMPO_TOTAL;Heuristico;10.321378707885742;12;6582.5;405.68;539.5133333333333;43.95
1379;25.392;34.0;18.0;FALHA;LOWER_BOUND;;0.0;3;11549.1;491.67;0.0;48.61666666666667
1380;25.388;40.0;44.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
1381;25.388;40.0;18.0;FALHA;PESO;;0.0;8;18234.5;0.0;0.0;0.0
1382;25.37;4.0;48.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1383;25.369;4.0;41.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1384;25.368;43.0;33.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1385;25.333;23.0;18.0;FALHA;PESO;;0.0;6;20298.4;0.0;0.0;0.0
1386;25.33;43.0;47.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1387;25.329;42.0;18.0;FALHA;PESO;;0.0;6;20298.4;0.0;0.0;0.0
1388;25.319;47.0;40.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1389;25.304;9.0;21.0;FALHA;TEMPO_TOTAL;Heuristico;8.973836898803711;12;6582.5;405.68;539.5133333333333;43.95
1390;25.275;3.0;1.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1391;25.249;26.0;3.0;FALHA;ATENDIMENTO;;0.9980201721191406;14;11856.9;771.6499999999999;0.0;0.0
1392;25.249;36.0;3.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1393;25.249;20.0;3.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1394;25.249;28.0;3.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1395;25.248;50.0;3.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1396;25.248;29.0;3.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1397;25.245;27.0;31.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1398;25.245;27.0;43.0;FALHA;ATENDIMENTO;;0.0;14;11856.9;771.6499999999999;0.0;0.0
1399;25.224;12.0;14.0;FALHA;TEMPO_TOTAL;Exato;108.74414443969727;8;4428.5;399.65999999999997;524.3266666666666;41.96666666666667
1400;25.215;39.0;22.0;FALHA;PESO;;0.0;9;17723.699999999997;0.0;0.0;0.0
1401;25.207;25.0;39.0;FALHA;TEMPO_TOTAL;Exato;103.68943214416504;8;7997.9;427.65999999999997;540.86;45.96666666666667
1402;25.189;43.0;10.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1403;25.166;29.0;21.0;FALHA;TEMPO_TOTAL;Exato;1.9948482513427734;6;9643.2;454.67;555.62;43.95
1404;25.164;38.0;18.0;FALHA;PESO;;0.0;12;16345.6;0.0;0.0;0.0
1405;25.133;48.0;44.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1406;25.128;10.0;40.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1407;25.128;7.0;25.0;FALHA;TEMPO_TOTAL;Exato;94.74587440490723;8;4571.0;403.98999999999995;531.99;47.36666666666666
1408;25.127;43.0;35.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1409;25.126;40.0;33.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1410;25.099;49.0;21.0;FALHA;TEMPO_TOTAL;Heuristico;10.452508926391602;12;6582.5;405.68;539.5133333333333;43.95
1411;25.087;40.0;24.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1412;25.087;40.0;35.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1413;25.087;40.0;10.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1414;25.087;40.0;47.0;FALHA;PESO;;0.0;12;16455.6;0.0;0.0;0.0
1415;25.087;40.0;49.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1416;25.087;40.0;9.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1417;25.087;40.0;17.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1418;25.087;40.0;23.0;FALHA;PESO;;0.0;12;17347.699999999997;0.0;0.0;0.0
1419;25.087;40.0;11.0;FALHA;PESO;;0.0;18;13394.9;0.0;0.0;0.0
1420;25.07;46.0;34.0;SKIP;MESMA_ROTA;;0.0;0;0.0;0.0;0.0;0.0
